platform,profile_id,cycle,timestamp,longitude,latitude,pressure_dbar,pressure_qc,temperature_c,temperature_qc,salinity_psu,salinity_qc,chla_mg_m3,chla_qc,nitrate_umol_kg,nitrate_qc,ph_in_situ_total,ph_qc,doxy_umol_kg,doxy_qc,bbp700_m1,bbp700_qc
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,244.229996,1,17.219,1,34.683998,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,246.229996,1,17.181999,1,34.682999,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,248.229996,1,17.155001,1,34.681,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,250.229996,1,17.136999,1,34.68,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,251.190002,1,,,,,0,1,4.49028,1,8.033679,1,211.959274,1,0.000344,1
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,252.229996,1,17.125,1,34.679001,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,254.229996,1,17.105,1,34.676998,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,256.230011,1,17.096001,1,34.675999,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,258.230011,1,17.087999,1,34.674999,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,260.230011,1,17.077,1,34.674,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,261.490021,1,,,,,0,1,4.37282,1,8.033758,1,210.715363,1,0.000284,1
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,262.230011,1,17.065001,1,34.674999,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,264.230011,1,17.038,1,34.674,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,266.230011,1,17.014,1,34.672001,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,268.230011,1,16.999001,1,34.669998,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,270.230011,1,16.981001,1,34.667999,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,271.990021,1,,,,,0,1,4.925988,1,8.029372,1,210.416,1,0.000272,1
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,272.230011,1,16.971001,1,34.667,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,274.230011,1,16.955,1,34.666,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,276.230011,1,16.941,1,34.666,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,278.330017,1,16.93,1,34.666,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,280.230011,1,16.899,1,34.662998,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,281.920013,1,,,,,0,1,5.052491,1,8.024386,1,207.288895,1,0.000272,1
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,282.230011,1,16.870001,1,34.664001,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,284.230011,1,16.834999,1,34.660999,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,286.230011,1,16.832001,1,34.661999,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,288.230011,1,16.816,1,34.664001,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,290.230011,1,16.790001,1,34.664001,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,291.25,1,,,,,0,1,5.827537,1,8.017562,1,204.120514,1,0.000308,1
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,292.230011,1,16.782,1,34.664001,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,294.130005,1,16.757,1,34.664001,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,296.230011,1,16.738001,1,34.661999,1,,,,,,,,,,
5906518,5906518_153,153,2026-08-25T01:00:41.000Z,144.0495,34.203,298.230011,1,16.714001,1,34.660999,1,,,,,,,,,,
